UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID5138,,Chennai,25,Female,,Individual,Competitive-Spirit,358,Yes,Yes,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5139,,Kochi,35,Female,,Flexibility,Goal-Oriented,37,Yes,No,No,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5140,,Chennai,20,Male,,Individual,Goal-Oriented,312,No,No,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5141,,Delhi,48,Male,,Flexibility,Performance-Driven,327,Yes,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5142,,Mumbai,41,Female,,Creativity,Performance-Driven,109,Yes,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5143,,Kochi,38,Female,,Creativity,Competitive-Spirit,39,Yes,Yes,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5144,,Kochi,49,Female,,Individual,Competitive-Spirit,350,Yes,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5145,,Kochi,38,Male,,Flexibility,Competitive-Spirit,213,Yes,No,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5146,,Kochi,45,Male,,Flexibility,Performance-Driven,42,No,No,No,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5147,,Kochi,24,Female,,Creativity,Goal-Oriented,41,No,No,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5148,,Chennai,19,Female,,Individual,Performance-Driven,34,Yes,Yes,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5149,,Mumbai,40,Male,,Flexibility,Performance-Driven,187,Yes,Yes,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5150,,Hyderabad,34,Female,,Individual,Performance-Driven,202,Yes,No,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5151,,Kochi,50,Male,,Creativity,Goal-Oriented,129,Yes,Yes,No,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5152,,Hyderabad,39,Female,,Creativity,Performance-Driven,332,Yes,No,No,No,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5153,,Kochi,22,Male,,Creativity,Competitive-Spirit,93,No,Yes,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5154,,Kochi,34,Female,,Creativity,Performance-Driven,98,Yes,No,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5155,,Mumbai,26,Female,,Creativity,Performance-Driven,236,No,No,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5156,,Delhi,27,Female,,Flexibility,Performance-Driven,209,Yes,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5157,,Kochi,25,Female,,Flexibility,Goal-Oriented,304,Yes,Yes,No,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5158,,Hyderabad,20,Male,,Individual,Goal-Oriented,156,No,Yes,No,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5159,,Delhi,43,Female,,Flexibility,Competitive-Spirit,213,No,Yes,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5160,,Chennai,29,Female,,Flexibility,Goal-Oriented,309,Yes,No,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5161,,Delhi,47,Female,,Creativity,Goal-Oriented,77,Yes,No,No,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5162,,Mumbai,24,Male,,Flexibility,Performance-Driven,118,No,Yes,No,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5163,,Kochi,19,Male,,Individual,Goal-Oriented,152,No,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5164,,Mumbai,18,Male,,Creativity,Performance-Driven,312,Yes,No,No,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5165,,Kochi,36,Female,,Flexibility,Competitive-Spirit,135,No,Yes,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5166,,Chennai,49,Male,,Creativity,Performance-Driven,72,Yes,No,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5167,,Delhi,48,Male,,Creativity,Competitive-Spirit,303,No,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5168,,Hyderabad,38,Female,,Individual,Competitive-Spirit,359,Yes,No,No,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5169,,Hyderabad,18,Female,,Individual,Performance-Driven,163,No,No,No,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5170,,Kochi,49,Female,,Creativity,Competitive-Spirit,77,No,Yes,No,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5171,,Delhi,27,Female,,Flexibility,Competitive-Spirit,111,No,Yes,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5172,,Mumbai,36,Female,,Individual,Goal-Oriented,76,No,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5173,,Delhi,45,Female,,Individual,Performance-Driven,187,Yes,Yes,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5174,,Hyderabad,28,Male,,Flexibility,Competitive-Spirit,237,Yes,Yes,No,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5175,,Delhi,42,Female,,Creativity,Goal-Oriented,211,Yes,Yes,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5176,,Mumbai,25,Male,,Creativity,Goal-Oriented,198,Yes,Yes,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5177,,Kochi,45,Female,,Creativity,Performance-Driven,69,No,No,No,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5178,,Chennai,22,Female,,Creativity,Performance-Driven,319,No,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5179,,Delhi,20,Female,,Flexibility,Performance-Driven,59,No,Yes,No,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5180,,Kochi,45,Male,,Individual,Competitive-Spirit,249,No,No,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5181,,Delhi,27,Female,,Creativity,Competitive-Spirit,247,Yes,No,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5182,,Hyderabad,36,Female,,Creativity,Goal-Oriented,322,Yes,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5183,,Delhi,30,Female,,Creativity,Goal-Oriented,210,No,Yes,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5184,,Mumbai,43,Male,,Creativity,Goal-Oriented,42,No,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5185,,Mumbai,19,Male,,Creativity,Competitive-Spirit,232,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5186,,Kochi,49,Male,,Individual,Performance-Driven,106,Yes,Yes,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5187,,Chennai,50,Female,,Individual,Goal-Oriented,62,No,Yes,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5188,,Mumbai,41,Female,,Creativity,Performance-Driven,283,No,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5189,,Chennai,44,Female,,Flexibility,Performance-Driven,209,Yes,No,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5190,,Hyderabad,33,Female,,Individual,Goal-Oriented,313,Yes,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5191,,Kochi,23,Female,,Flexibility,Performance-Driven,317,No,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5192,,Mumbai,39,Male,,Creativity,Performance-Driven,269,Yes,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5193,,Kochi,39,Male,,Flexibility,Performance-Driven,78,Yes,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5194,,Delhi,40,Female,,Individual,Goal-Oriented,201,Yes,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5195,,Kochi,32,Male,,Flexibility,Competitive-Spirit,347,No,Yes,No,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5196,,Mumbai,32,Female,,Individual,Goal-Oriented,134,No,No,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5197,,Mumbai,31,Male,,Creativity,Competitive-Spirit,224,Yes,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5198,,Chennai,30,Female,,Individual,Competitive-Spirit,237,No,Yes,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5199,,Delhi,38,Male,,Flexibility,Competitive-Spirit,155,No,Yes,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5200,,Mumbai,36,Male,,Flexibility,Goal-Oriented,178,Yes,Yes,No,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5201,,Delhi,18,Female,,Individual,Competitive-Spirit,293,No,Yes,No,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5202,,Delhi,49,Female,,Flexibility,Performance-Driven,49,No,Yes,No,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5203,,Chennai,25,Male,,Individual,Performance-Driven,57,No,Yes,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5204,,Mumbai,20,Female,,Individual,Competitive-Spirit,351,No,Yes,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5205,,Mumbai,19,Female,,Creativity,Performance-Driven,36,No,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5206,,Delhi,23,Female,,Individual,Competitive-Spirit,52,No,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5207,,Hyderabad,36,Male,,Creativity,Goal-Oriented,95,Yes,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5208,,Delhi,37,Female,,Creativity,Performance-Driven,121,No,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5209,,Chennai,29,Male,,Individual,Competitive-Spirit,196,Yes,Yes,Yes,No,No,No,6,5,10,7,8,5,High,35,Yes,No,No,Yes
UID5210,,Chennai,31,Female,,Individual,Goal-Oriented,97,Yes,Yes,No,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5211,,Delhi,32,Female,,Creativity,Goal-Oriented,267,Yes,Yes,Yes,No,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5212,,Delhi,24,Male,,Creativity,Competitive-Spirit,139,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5213,,Chennai,36,Female,,Individual,Performance-Driven,189,No,Yes,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5214,,Hyderabad,46,Female,,Creativity,Performance-Driven,330,Yes,No,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5215,,Chennai,48,Female,,Flexibility,Goal-Oriented,160,Yes,No,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5216,,Chennai,29,Male,,Creativity,Competitive-Spirit,51,Yes,Yes,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5217,,Hyderabad,25,Female,,Creativity,Competitive-Spirit,67,No,No,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5218,,Delhi,42,Female,,Creativity,Performance-Driven,250,Yes,No,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5219,,Delhi,37,Female,,Flexibility,Goal-Oriented,231,Yes,No,No,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5220,,Kochi,32,Female,,Creativity,Competitive-Spirit,159,No,Yes,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5221,,Mumbai,43,Female,,Flexibility,Performance-Driven,137,No,Yes,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5222,,Mumbai,36,Male,,Flexibility,Goal-Oriented,236,Yes,No,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5223,,Hyderabad,26,Male,,Flexibility,Competitive-Spirit,310,No,No,No,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5224,,Hyderabad,39,Female,,Individual,Performance-Driven,226,No,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5225,,Chennai,41,Male,,Flexibility,Competitive-Spirit,189,Yes,Yes,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5226,,Mumbai,30,Male,,Individual,Goal-Oriented,265,Yes,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5227,,Kochi,50,Male,,Individual,Performance-Driven,207,Yes,No,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5228,,Delhi,36,Female,,Creativity,Goal-Oriented,181,No,Yes,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5229,,Delhi,40,Male,,Flexibility,Performance-Driven,112,No,Yes,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5230,,Delhi,33,Female,,Creativity,Competitive-Spirit,109,No,No,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5231,,Chennai,29,Female,,Individual,Goal-Oriented,153,No,No,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5232,,Chennai,18,Female,,Individual,Competitive-Spirit,43,Yes,No,No,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5233,,Kochi,26,Female,,Flexibility,Goal-Oriented,189,No,Yes,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5234,,Kochi,41,Female,,Flexibility,Competitive-Spirit,332,Yes,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5235,,Hyderabad,26,Male,,Creativity,Goal-Oriented,246,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5236,,Mumbai,27,Male,,Creativity,Competitive-Spirit,335,No,Yes,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5237,,Delhi,18,Female,,Individual,Performance-Driven,48,Yes,Yes,No,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5238,,Kochi,50,Male,,Creativity,Competitive-Spirit,142,No,No,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5239,,Delhi,22,Male,,Flexibility,Goal-Oriented,117,Yes,No,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5240,,Chennai,36,Male,,Creativity,Performance-Driven,176,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5241,,Delhi,18,Male,,Individual,Competitive-Spirit,317,No,No,No,No,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5242,,Kochi,18,Male,,Flexibility,Competitive-Spirit,280,Yes,Yes,No,No,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5243,,Hyderabad,30,Female,,Flexibility,Goal-Oriented,286,No,No,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5244,,Hyderabad,37,Male,,Individual,Goal-Oriented,197,No,No,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5245,,Hyderabad,21,Male,,Individual,Goal-Oriented,314,No,No,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5246,,Hyderabad,50,Male,,Individual,Competitive-Spirit,360,Yes,No,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5247,,Delhi,28,Female,,Flexibility,Goal-Oriented,115,Yes,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5248,,Chennai,26,Female,,Flexibility,Competitive-Spirit,155,Yes,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5249,,Kochi,29,Female,,Flexibility,Goal-Oriented,183,No,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5250,,Mumbai,39,Female,,Flexibility,Competitive-Spirit,62,No,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5251,,Hyderabad,33,Male,,Flexibility,Competitive-Spirit,60,No,No,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5252,,Chennai,39,Female,,Creativity,Performance-Driven,329,No,Yes,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5253,,Kochi,24,Male,,Creativity,Goal-Oriented,155,Yes,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5254,,Kochi,48,Male,,Creativity,Competitive-Spirit,353,No,No,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5255,,Chennai,49,Male,,Creativity,Goal-Oriented,219,No,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5256,,Mumbai,35,Female,,Creativity,Goal-Oriented,170,No,Yes,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5257,,Hyderabad,23,Male,,Individual,Competitive-Spirit,264,No,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5258,,Kochi,46,Male,,Creativity,Performance-Driven,134,No,No,Yes,No,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5259,,Mumbai,42,Male,,Creativity,Performance-Driven,336,Yes,No,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5260,,Delhi,21,Female,,Creativity,Competitive-Spirit,186,Yes,Yes,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5261,,Chennai,38,Female,,Creativity,Goal-Oriented,51,Yes,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5262,,Delhi,30,Male,,Creativity,Goal-Oriented,272,No,Yes,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5263,,Mumbai,18,Female,,Flexibility,Competitive-Spirit,144,Yes,Yes,No,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5264,,Kochi,44,Female,,Flexibility,Goal-Oriented,31,Yes,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5265,,Delhi,38,Female,,Flexibility,Competitive-Spirit,327,Yes,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5266,,Chennai,32,Male,,Creativity,Competitive-Spirit,329,No,No,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5267,,Kochi,48,Male,,Creativity,Performance-Driven,238,Yes,No,No,Yes,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5268,,Delhi,18,Female,,Flexibility,Goal-Oriented,265,No,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5269,,Mumbai,45,Female,,Individual,Performance-Driven,140,No,No,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5270,,Chennai,35,Female,,Individual,Performance-Driven,107,Yes,No,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5271,,Mumbai,29,Male,,Individual,Competitive-Spirit,190,Yes,Yes,Yes,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5272,,Hyderabad,37,Female,,Individual,Performance-Driven,274,Yes,No,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5273,,Hyderabad,40,Female,,Individual,Goal-Oriented,129,No,Yes,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5274,,Chennai,24,Male,,Flexibility,Goal-Oriented,234,No,Yes,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5275,,Kochi,25,Male,,Creativity,Competitive-Spirit,147,Yes,No,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5276,,Chennai,31,Female,,Individual,Performance-Driven,343,Yes,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5277,,Hyderabad,44,Female,,Flexibility,Goal-Oriented,112,No,Yes,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5278,,Mumbai,36,Male,,Creativity,Goal-Oriented,291,Yes,Yes,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5279,,Hyderabad,45,Male,,Flexibility,Performance-Driven,35,No,Yes,No,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5280,,Mumbai,48,Female,,Creativity,Competitive-Spirit,310,No,No,Yes,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5281,,Hyderabad,23,Female,,Individual,Competitive-Spirit,236,No,Yes,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5282,,Chennai,33,Female,,Flexibility,Goal-Oriented,209,No,No,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5283,,Chennai,35,Male,,Creativity,Goal-Oriented,307,No,Yes,No,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5284,,Kochi,18,Male,,Individual,Goal-Oriented,86,No,Yes,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5285,,Mumbai,34,Male,,Flexibility,Goal-Oriented,251,No,No,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5286,,Hyderabad,19,Male,,Creativity,Competitive-Spirit,269,No,Yes,No,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5287,,Hyderabad,50,Female,,Flexibility,Performance-Driven,81,No,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5288,,Kochi,31,Male,,Creativity,Performance-Driven,90,No,Yes,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5289,,Mumbai,24,Male,,Creativity,Goal-Oriented,197,Yes,No,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5290,,Hyderabad,34,Male,,Flexibility,Performance-Driven,120,No,No,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5291,,Hyderabad,27,Male,,Flexibility,Performance-Driven,190,No,No,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5292,,Chennai,34,Male,,Creativity,Competitive-Spirit,283,No,Yes,Yes,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5293,,Mumbai,28,Female,,Individual,Competitive-Spirit,36,Yes,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5294,,Delhi,43,Male,,Flexibility,Competitive-Spirit,225,Yes,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5295,,Delhi,33,Male,,Creativity,Competitive-Spirit,195,No,No,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5296,,Mumbai,20,Male,,Individual,Goal-Oriented,208,Yes,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5297,,Hyderabad,44,Female,,Flexibility,Performance-Driven,251,Yes,Yes,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5298,,Kochi,22,Male,,Creativity,Goal-Oriented,70,Yes,Yes,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5299,,Mumbai,35,Male,,Creativity,Competitive-Spirit,252,Yes,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5300,,Chennai,36,Male,,Flexibility,Goal-Oriented,290,Yes,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5301,,Chennai,28,Female,,Creativity,Goal-Oriented,236,No,No,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5302,,Chennai,24,Male,,Creativity,Performance-Driven,106,No,No,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5303,,Delhi,49,Female,,Individual,Goal-Oriented,243,Yes,Yes,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5304,,Mumbai,47,Female,,Flexibility,Performance-Driven,166,No,No,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5305,,Kochi,47,Female,,Individual,Goal-Oriented,213,No,No,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5306,,Delhi,29,Female,,Flexibility,Goal-Oriented,166,No,No,Yes,No,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5307,,Delhi,19,Male,,Individual,Competitive-Spirit,129,Yes,No,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5308,,Mumbai,39,Female,,Flexibility,Performance-Driven,341,Yes,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5309,,Chennai,23,Male,,Individual,Goal-Oriented,146,Yes,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5310,,Kochi,22,Male,,Flexibility,Goal-Oriented,117,Yes,No,Yes,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
